id,question
480,"Besides Lights, Name Something In Your House That Wouldn’t Work If The Electricity Went Out."
481,"Name A Nickname For A Skinny Person"
482,"Name Something A Grown Man Might Be Embarrassed To Admit That He Collects."
483,"Tell Me A Place Where It’s Easy To Make Friends."
484,"Name Something People Wear To Protect Themselves."
485,"Name A Way You Can Tell That Someone Was Just At The Beach"
486,"Name A Reason A Person Might Wear Their Pajamas Outside."
487,"Name A Sauce You Wouldn’t Put On Ice Cream."
488,"Name A Famous Character Who Is Never Seen Without His Mask."
489,"Name Something You’d Be Turned Off To Hear Your Date Bragging About."
490,"Name A Sign That A Tornado Is Coming."
491,"In a large family,what often gets mixed up with that of your siblings?"
492,"Name Something Specific That Doesn’t Get Cleaned Between Flights On An Airplane"
493,"Name Something Men In Fairy Tales Fight Against, That Real Men Don’t"
494,"Name Something Associated With Donald Trump."
495,"Name The Worst Part About The Lavatories On Planes"
496,"Name Something You Might Be Asked To Do At The Doctor’s Office"
497,"Name An Occasion That A Man Might Propose To His Girlfriend"
498,"Name A Card Game That Takes A Long Time To Play."
499,"Name Something A Person Uses To Wipe Their Mouth With."
500,"Tell Me A Street Name Found In Almost Every Big City."
501,"Name Something A Baseball Player Might Be Holding During A Game."
502,"Name A Color You See A Lot Of In Mobster Movies"
503,"Name Something People Dig Up."
504,"Name Something That’s Taught In The First Grade."
505,"Name Someone Whose Phone Calls You Try To Avoid."
506,"Tell Me How Many Items They Allow In Most Supermarket Express Lines. (Numeric Only)"
507,"Name A Grown-Up Activity Kids Do When They’re Playing Pretend"
508,"Name Someplace You Might Hear An Echo"
509,"Besides A Camera, What Should You Pack For A Trip To The Rainforest?"
510,"Name Something You’d Never Wear To Work Out At The Gym."
511,"Name An Act Of High School Rebellion That You Can’t Imagine A Kindergartener Doing."
512,"Name Something Both Men And Women Use To Keep Their Hair In Place."
513,"Name A Way You Know You’ve Arrived In New York City"
514,"Name A Reason You Might Suspect You’re Becoming A Martian."
515,"Name Something People Usually Keep From High School"
516,"Name A Sound You Hear A Lot Of In A High School Hallway"
517,"Name Something You Expect To See Inside Every Hotel Room"
518,"What Might You Hear In A Weather Forecast That Would Keep You From Going Outside?"
519,"Name The Best Place To Be On A Winter Night"
520,"Name A Woman In A Man’s Life Who His Wife Might Not Get Along With."
521,"If You Were Friends With Nancy Drew, What Might You Buy For Her Birthday?"
522,"Name A Profession Where An Engaged Woman Might Remove Her Extravagant Ring Before Work."
523,"Name A Specific Smell From A Diner In The Morning That Makes You Want To Go In"
524,"Name Something Noah Might Have Worried About During His Voyage On The Ark."
525,"Name Something In Your House You Could Not Live Without"
526,"Name An Activity That Involves A Paddle"
527,"Name Another Word For Kiss"
528,"Name A Household Appliance You Would Actually Enjoy Receiving As A Gift."
529,"Name Something You Keep In Your Pocket Or Purse “Just In Case.”"
530,"Name Something In A Woman’s Purse That She Might Lend Out And Not Get Back."
531,"Which Of Your Usual Bills Increase Over The Holidays?"
532,"What Might You See In A Personals Ad That Would Make You Think It Was Placed By Superman?"
533,"Name A Vehicle That Has A Loud Engine"
534,"Name An Accessory That Some People Want In A Designer Brand."
535,"Name Something That Little Girls Do When They Get Together"
536,"Name A Sauce You Put On Meat."
537,"Name An Expression With The Word “Kick” In It"
538,"Name The Magazine Cover You’d Most Like To Appear On"
539,"Name Something That Plugs Into Your Computer."
540,"Name Santa’s Biggest Problem"
541,"What Might You Find Out About A Man That Would Make You Think He Wasn’t Ready To Commit?"
542,"Name Something You Wish For While Waiting For The Doctor In An Exam Room"
543,"Name Something That A Person Might Change Many Times Throughout Their Life."
544,"Other Than Clothing Store, Name A Type Of Business You Find In A Mall"
545,"Name Something That Would Be Hard To Steal From A Hotel Room"
546,"Name A Profession Where You Get To Wear Boots All Day"
547,"If You Were In An Eating Contest, Tell Me The Food That Would Be Hardest To Eat Without Breaks For Water."
548,"Name Something A Person Does To Warm Up Their Hands."
549,"Name A Type Of Sandwich You’d Expect To See In New York City."
550,"Name A Toy That Might Be Operated By Remote Control."
551,"Name A Sport That Takes Place In The Water."
552,"Name An Occasion Where Parents Force Their Child To Wear A Certain Outfit."
553,"Name Something From The Ocean That You’d Never Find On A Restaurant Menu"
554,"Name Something You’d Find On A Cruise Ship, But Not On A Regular Boat"
555,"Name Something That You Don’t Want Your Dog To Chew On Over The Holidays"
556,"Name A Job In Which You Need To Dress Well In Order To Succeed."
557,"Name Something That Changes Every Year For A Kid In Elementary School"
558,"Name Something Dogs Get More Excited About Than Humans Do."
559,"Tell Me A Man’s Name That Starts With The Letter “T.”"
560,"Name Something People Do When They’ve Lost Their Temper"
561,"Tell Me Something In A Teenager’s Room That They Wouldn’t Want Touched"
562,"In The Bible, Name A Creature Noah Would Have Had The Hardest Time Capturing Two Of For His Ark."
563,"What Might A Mail Carrier Keep On Hand To Deal With Unfriendly Dogs?"
564,"Name An Actor Who Looks Better Bald"
565,"Name Something That’s More Important To A Teenager Than To An Adult."
566,"Name Someplace A Child Goes That Might Be Traumatic The First Time"
567,"Name An Actor Who Often Plays A “Bad Guy”."
568,"Name A Reason Why You Wouldn’t Have Cake On Your Birthday."
569,"Name Something People Do With Their Index Fingers"
570,"Name A Book You Carry Around To Impress Someone Else."
571,"Name Something A Teen Might Cover Up So Her Parents Don’t See It."
572,"Name Something A Housekeeper Should Not Open"
573,"Name Something People Associate With An Undertaker."
574,"Who Do Many Celebrities Thank After A Win At An Awards Show?"
575,"Name Something Kids Like To Throw At Each Other."
576,"Name Something A College Student Might Hide Before His Parents Came To Visit"
577,"How Can You Tell One Car Apart From Another Of The Same Model And Year?"
578,"Name Someone Whose Orders Should Be Followed."
579,"What Would You Hate To Live Next To, Because The Noise Would Prevent You From Sleeping?"
580,"If You Go To Sleep With The Windows Open, Name A Sound That Might Wake You Up."
581,"If There Is A Doggy Heaven, Name Something It Probably Has A Lot Of."
582,"Name Something Found On The Bottom Of A Shoe."
583,"Name Something You Wonder About An Ex Whom You Haven’t Spoken?"
584,"Name Something From Childhood That Many People Save."
585,"Name A Character That Shows Up In Every Church Christmas Play"
586,"Name Something A Student Has To Do When Running For Class President"
587,"Name A Famous Doctor (Real Or Imaginary, Living Or Dead) You Would Not Want To Operate On You."
588,"When It Gets Chilly Outside, But You Don’t Want To Turn On The Heat, What Do You Do?"
589,"Name Something A Professional Baseball Player Might Have A Nightmare About."
590,"Name Something You’d Hate For Your Doctor To Forget Before Operating On You"
591,"Name Something About Hulk Hogan’s Appearance That Is Traditionally Female."
592,"Name Something That Might Hurt After You Attend A Rock Concert."
593,"Name Something People Do With Both Hands."
594,"Name Something You’d Be Nervous To Do As An Actress For Fear That You’d Wind Up On A Tabloid."
595,"Name Something That People Are Bound To Do In Las Vegas"
596,"Name An Ingredient In A Casserole."
597,"Name Something People Do In An Engagement Photo, That They Don’t Do In A Mug Shot."
598,"Name Something A Teenager Has A Lot Of."
599,"Name Something You Might Hook Up To Your TV."
600,"Name Something Associated With The Cartoon Show “The Jetsons.”"
601,"Name Something You Hate To Find When You Open Your Freezer"
602,"Name A Type Of Makeup That Most Women Don’t Wear On A Regular Basis."
603,"Name Something Of Yours That You Might Someday Change Its Color."
604,"Name Something You Try To Avoid Getting Sand In While At The Beach"
605,"Name Something A Country Western Singer Sings About, That A Rapper Wouldn’t."
606,"Name Something You Associate With Elvis Presley."
607,"Name Something On A Baby That Might Be Described As “Chubby”."
608,"Which Olympic Sport Would A Cow Look Most Funny Participating In?"
609,"Name Something Secretaries Might Be Embarrassed To Say They Don’t Know How To Do."
610,"Tell Me A Way You Warm Up Your Hands When They’re Cold."
611,"Name A Job Many Husbands Pretend They Don’t Know How To Do, Just To Get Out Of Doing It."
612,"Name Something People Hate To Find On Their Windshield."
613,"Name A Type Of Gymnastic Move Almost Every Kid Knows How To Do."
614,"Name A Sign That You Might Be Turning Into A Dog."
615,"Name A Type Of Business That You Can Smell Before You See It."
616,"Name Something That Gets Delivered."
617,"Name Something That Is Known For Producing A Lot Of Offspring."
618,"Name Something A Married Couple Saves From Their Wedding Day."
619,"Name Something You Need In Order To Be Happy"
620,"Name A Present Most Boys Would Want For The Holidays"
621,"Name An Animal That Has Rough Skin."
622,"Name Something People Do With A Deck Of Cards"
623,"Name Something A Child Might Cry Over Losing."
624,"Name Something People Say They’ll Have Time To Do Once They’ve Retired"
625,"Name Something People Lie About In An Internet Chatroom."
626,"Name An Animal In A Pet Store That Probably Wouldn’t Attack Someone."
627,"If You Could Be A Rockstar For One Night, What’s The First Thing You’d Want To Do?"
628,"What Might A Teenager Do That Causes Their Parents To Forbid Them From Using The Family Car?"
629,"What Would Be The Best Thing About Having An Actress For A Mother?"
630,"Name A Cliche People Say About Beauty?"
631,"Name Something Celebrities Do When Their Children Are Born That Most Of Us Don’t Do."
632,"Tell Me Something Your Spouse Does That Makes You Suspect They’re Angry At You."
633,"Name Something You Might Bite, But Wouldn’t Eat."
634,"Name An Activity Kids Do At Day Camp."
635,"Name An Animal That’s Known For Eating Garbage"
636,"Name Someone, Real Or Fictional, Who Is Known For Being Tall."
637,"Name A Reason You Might Take Your Child Out Of A Movie."
638,"What Kinds Of Things Might People Lie About At Their High School Reunions?"
639,"Name An Item You Might See In A Movie Star’s Home That Wouldn’t Be In Yours"
640,"Name Something You Buy To Save Money In The Long Run."
641,"Name A Place Where You Might See Lots Of Minivans In The Parking Lot."
642,"Name Something Specific That Can Smell Like Cinnamon (More Specific Than “Sweets.”)"
643,"Which Extra Piece Of Clothing Might Wear To A Game Of Strip Poker To Delay Taking Off Your Essentials?"
644,"Name Something People Think Rich Folks Do All Day Instead Of Working."
645,"Name A Type Of Footwear That Doesn’t Have Laces."
646,"Name A Piece Of Information That Post People List In Their Personal’s Ads."
647,"Name A Holiday Song With A Fictional Character."
648,"What Brand Of Candy Bar Would Make For An Unflattering Nickname?"
649,"Name An Instance When A Parent Might Try To Distract A Child"
650,"Name A Word Or Short Phrase That Begins With The Word “High.”"
651,"Name A Piece Of Equipment That Was Once Considered Modern Technology, But Few People Even Own Anymore"
652,"If There Were Prizes For Good Boyfriends, What Categories Would They Be Rated On?"
653,"Name Something That Needs To Be Fed."
654,"Name An Animal That Would Be An Appropriate Mascot For A Team Of Marathon Runners"
655,"Tell Me A Food That Has “Hot” In Its Name"
656,"Name A Place Of Business That You Would Not Return To After Only One Bad Customer Service Experience."
657,"Name Something That People Go Through A Lot Of Obstacles In Order To Get"
658,"What Christmas “Gift” Can You Give Someone, Without Going Shopping?"
659,"Name A Type Of Magazine That You’d Be Surprised To See A Supermodel Browsing Through"
660,"Name Something People Shouldn’t Leave Inside Their Parked Car."
661,"Name Someone Who You Wish Didn’t Have Your Address."
662,"Finish This Sentence: I’d Never Stay In A Hotel That Didn’t Have _____."
663,"Where Do Many People Go To Get Advice On Love?"
664,"Name Something A Cowboy Wears That’s Made Of Leather."
665,"Name A Brand Of Car That’s Made In America."
666,"Name Something You Might Find In The Godfather’s Basement."
667,"Name Something Associated With David Letterman"
668,"Name An Occupation You’d Be Surprised To Find A Criminal Had As Their Day Job"
669,"Which Type Of Professional Would You Least Like To Get Into An Argument With, Because You’d Never Win?"
670,"Name A Drink That Tastes Disgusting When It’s Warm."
671,"Name A Beverage You Might Drink At A Typical Holiday Party"
672,"Name Something A Kid Might Do That Would Make You Tell Them They’re Turning Into A Squirrel."
673,"Name A Reason Why Someone’s Voice Might Sound Funny."
674,"Name An Animal With A Long Tail."
675,"Name Something A Kid’s Moustache Is Often Made Of"
676,"Name Something You See A Lot Of In The Summer."
677,"Name A Popular Elvis Presley Movie"
678,"Name Something You Might Have To Wait For A While On An Airplane?"
679,"We Asked 100 Married People: What Do You Do With Your Spouse That Reminds You Why You Fell In Love?"
680,"What Would A Pirate Need To Do In Order To Look Presentable For A Job Interview?"
681,"Name A Part Of The Body Where People Sprinkle Powder."
682,"Name Something You Squeeze Before You Buy It"
683,"Name Your Favorite Type Of Girl Scout Cookie"
684,"Name A Room In The House People Like To Read"
685,"Name A Place Where Kids Go After School"
686,"Name A Way You Might Know Your Neighbors Are On Vacation"
687,"Name A Flower That Comes In Different Colors"
688,"Name Something For Which A Mermaid May Be Jealous Of Barbie."
689,"Name A Food Served With Melted Butter On It. (Vegetables Is Not An Answer, Be More Specific)"
690,"When You Have A Headache, Name Something It Hurts To Do."
691,"Name Something A Nervous Skydiver Might Do To Distract Himself Before A Jump."
692,"Name A Word That They Use At A Sporting Event That’s Also Used On Family Fued?"
693,"ame A Reason Why You Might Be Nervous While Driving."
694,"Tell Me A Way That A Babysitter Knows The Parents Are Nervous About Leaving."
695,"Besides A Ring, Name Something Specific A Girl Might Give Back To Her Boyfriend When She Dumps Him."
696,"Name A Popular Children’s Food That’s Sold In Cups"
697,"Other Than An Airplane, What Might A Cartoon Character Use To Help Them Fly?"
698,"Name One Of The Gifts From The Song “The Twelve Days Of Christmas”"
699,"Name Something You Do At The Library."
700,"Besides Clothes, Name Something People Pack In Their Suitcase When Traveling."
701,"Name Something A Rockstar’s Dressing Room Is Probably Full Of."
702,"What Type Of Product Has Commercials That Make You Want What They’re Selling?"
703,"Name Something Shampoo Commercials Claim Their Shampoo Does For Hair."
704,"Name An Item You’d Expect To Find In A Bathroom Cabinet."
705,"Name Another Stringed Instrument That A Guitarist Would Probably Be Good At Right Away"
706,"Name Something That A Guy From Memphis Is Probably Better At Than A Guy From New York City."
707,"Name A Type Of Band."
708,"Name Something Most People Try At Least Once In Their Life."
709,"If A Restaurant Was Going Bankrupt, Name Something They Might Stop Giving Away Free."
710,"If Superman Got Old Like The Rest Of Us, Name A Sign That It Might Be Time For Him To Retire"
711,"Name Something Kids Play On In A City Park"
712,"Name A City In The U.S. That People Visit For The Holidays"
713,"Name An Appliance You Avoid Using When People Are Sleeping"
714,"Name Something That Gets Delivered To Your Door."
715,"Name A Term Or Phrase With The Word “Control” In It."
716,"Name Something A Mobster Might Have A Tattoo Of."
717,"Name Something Most People Bring With Them When They Go To Work"
718,"What Animals Might You See If You Go On An African Safari?"
719,"Name A Holiday You Might BBQ On."
720,"Name A Dangerous Hobby You Wouldn’t Want Your Partner To Have"
721,"Besides Coke, Name Another Kind Of Soda."
722,"Tell Me A Place Where You Feel The Need To Get Up And Stretch Your Legs."
723,"Name Something People Mean To Do In Their Spare Time, But End Up Watching TV Instead."
724,"Name Something That Might Really Annoy Santa When He Comes To Your House."
725,"Name Something People Daydream About"
726,"Tell Me A Holiday You Can Live Without"
727,"Name Some Reasons Why Teenagers Want To Get Older?"
728,"Name A Phrase On Signs That Starts With The Word “No."
729,"Name Something Associated With The Movie “The Sound Of Music.”"
730,"Tell Me A Profession That Works Long Hours."
731,"Name Something You’d Find At The Center Of Fancy Chocolates."
732,"Name A Specific Food That You Could Still Eat If You Lost All Your Teeth"
733,"Name A Product People Use On Their Hair"
734,"Besides On Top Of A Flag Pole, Where Else Would You See The American Flag?"
735,"Name A Job Where You Could Claim Disability If You Lost Your Voice."
736,"Name A Sound That Causes Dogs To Bark"
737,"Name A Specific Place Where Parents Go To Get Away From The Kids For A While"
738,"What Kinds Of Clothes And Accessories Would You Find In The Closet Of A Truck Driver?"
739,"Name Something Some Kids Need To Have In Order To Sleep."
740,"Name Something Specific You’d Wear If You Wanted To Impersonate A Woman"
741,"Who Would You Call First If Your Car Broke Down On The Side Of The Road?"
742,"Name Someone Who Owes You A Big Apology."
743,"Name Something That Might Break A Couple Up If They Disagreed About It"
744,"Name A Way A Student Finds Out It Is A Snow Day."
745,"Name Something A Child Might Have At Their 6th Birthday Party, But Not At Their 16th Birthday."
746,"In Movie Endings, Name A Place The Main Character Goes To Catch Her Crush Before It’s Too Late."
747,"Instead Of A Dollar, What Might A Pirate’s Kid Find Under Her Pillow When She Loses A Tooth?"
748,"Name A Place That, Once You Enter, It’s Hard To Leave"
749,"Name The Best Place For Single People To Find Each Other."
750,"Name A Fruit You Might Find In A Pastry."
751,"Name A Food That Can be Eaten Directly From Its Container."
752,"Name A Movie Theater Food That Gets Stuck In Your Teeth. Be Specific!"
753,"Name Something You’d Find In A Hearty Stew."
754,"While Driving, Name Something You Have To Keep An Eye On"
755,"Name Something You Might See Next To The Cash Register At A Restaurant"
756,"What Food Should A Movie Star Avoid Eating Before Doing A Love Scene?"
757,"Name A Type Of Item That Might Be Sold Fake By A Street Vendor"
758,"Name A Canned Food That You’d Never Eat Directly From The Can"
759,"If There Was An Airline Called No Frills Air, Name Something They Might Not Offer Passengers."
760,"On Thanksgiving, Name Something Snooki Might Say She’s Thankful For."
761,"Name Something People Do When They’ve Lost A Pet."
762,"Besides Skiing, Name Something People Enjoy Doing At A Ski Resort"
763,"Name Something A Teen Can Do For Longer Amounts Of Time Than Their Parents."
764,"Name Something You Would Find In A Weather Forecaster’s Closet."
765,"Name Someone You Might Call If You Thought Your House Was Haunted."
766,"What Might You Encounter On The Freeway That Would Make You Pull Off For A While"
767,"Name Something You Dreaded Talking To Your Parents About As A Teen, And Still Do?"
768,"Name Something That Has The Word “Pop” In It."
769,"Name Something People Know About Paul Newman."
770,"Name Someone Kids Write Letters To."
771,"Name Something You Really Only Need One Of, But Most Households Have More"
772,"Besides The Ball, Name Something You Need To Play Soccer."
773,"Name Something A Man Might Do If He Nicks Himself While Shaving."
774,"Name A Cereal That Is Often Use In The Making Of Holiday Treats"
775,"Tell Me A Critter You’d Only Eat If You Were Stranded In The Woods For Weeks?"
776,"Name A Job You’d Accept Just To Get Access To The “Company Car.”"
777,"Name Something A Car Can’t Run Without"
778,"Name Something Specific That Is Sold By The Bunch."
779,"Name Something You’d See If You Were Trapped In A Dungeon"
780,"Name Something Men Do In The Bathroom That Really Ticks Women Off."
781,"Name Something Associated With Princess Leia."
782,"Name Something That Kids And Some Adults Both Collect"
783,"Name Something Associated With E.T."
784,"Name Something A Celeb Has To Do Before An Awards Ceremony Starts"
785,"Name The Worst Place You Could Have A Sneezing Fit."
786,"Name A Place People Have A Holiday Dinner."
787,"Name Something You’d Hate To Land In After Skydiving."
788,"Name Something That Might Make You Throw Up."
789,"Name Something That You Would Buy At A Bakery For Christmas."
790,"Name Something Moms Tell Their Children Not To Climb On."
791,"Name A Unit Of Currency That’s Used In A Foreign Country"
792,"Tell Me Something That Every Country Singer Needs."
793,"Name Something You Can Buy At A Western Store You Probably Can’t Buy In A Regular Clothes Store."
794,"If You Were Looking To Get Thrown Out Of Army Boot Camp, Name Something Specific You Might Refuse To Do."
795,"Where Do Many Kids Think That Babies Come From?"
796,"Name A Shade Of Blue (Light And Dark Are Not Answers)"
797,"Name Something Kids Love To Ride On."
798,"Name Something Associated With John Travolta."
799,"Name Something That Is Different About Writing A Research Paper On A Computer Than On A Typewriter."
800,"Name Something That Gets Stripped."
801,"Name A Circus Animal That Looks Better In Costume Than It Does Naturally."
802,"Name Something People Trade"
803,"Name Something You Might See In A Bathtub"
804,"Besides Sleep, Name Something You’d Rather Do With The Time You Spend Commuting To And From Work"
805,"Name An Activity That You Wear Comfortable Shoes For."
806,"Name Something You Might Accidentally Leave In A Department Store Fitting Room."
807,"Name Something You Dread Having Done While At Your Dentist Appointment"
808,"Name A Term That Uses The Word “Shot.”"
809,"Name Something An Impatient Person Might Do While Waiting In Line"
810,"Name A Way A Kid Might Get Around Town"
811,"Name An Activity You’d Never Do Without Wearing A Helmet"
812,"Name Something You May Not Be Good At The First Time You Do It."
813,"Name Something People Do In Hawaii That They Don’t Do In Alaska In The Winter"
814,"Name An Animal With A Fluffy Tail."
815,"If Santa’s Reindeer Couldn’t Fly On Christmas Eve, What Mode Of Transportation Might He Use Instead?"
816,"Name A Fairy Tale Character Whose Name Would Cause Her To Stand Out In The Real World."
817,"Name Something That Annoys You When You Ride The Bus"
818,"Name Something Puppets Are Unable To Do On Their Own"
819,"What Are Some Milestones That A Baby Reaches In Their First Year?"
820,"Name Something That Gets In Your Eye And Irritates It."
821,"Name Something You Can’t Wear To Work At An Office Job."
822,"Name Something That Your Boyfriend Does That Makes You Question Why You’re Still With Him."
823,"Name Something Grandma Might Knit For You As A Gift"
824,"If You Were Turned Into A Dolphin, Name Something You’d Have To Learn How To Do."
825,"Name A Popular Air Freshener Scent"
826,"Tell Me A Place Where You Often Have To Pay For Parking."
827,"Name A Sea Creature You’d Hate To Run Into While Scuba Diving."
828,"Name A Specific Way People Might Enter A Swimming Pool"
829,"Name A Reason Why Someone Might Be Able To Retire At 40."
830,"Name Something A Really Smart Kid Probably Spends His Summer Doing."
831,"Name A Rule A Parent Might Have For When Their Child Goes Swimming"
832,"Name Something That Might Be Added To A Rockstar’s Tour Bus That You Wouldn’t Find On A City Bus"
833,"Name Something You Would Rent, But Probably Not Buy."
834,"Once A Baby Can Crawl, Name Something You Make Sure Is Baby-Proofed In Your House"
835,"Name A Place Where A Couple Should Never Fight."
836,"Name Something That Causes You To Have An Upset Stomach."
837,"Name Another Word For Lying That Makes It Sound More Innocent"
838,"Name A Place Where You Would Not Want To Get Into An Argument With Your Partner."
839,"Name An Animal Mentioned In The Song “12 Days Of Christmas”."
840,"Complete This Sentence. I Could Never Date Someone Who ___s Too Much."
841,"Name Something People Do While They’re Gambling."
842,"Name Something A Kid Might Not Be Allowed To Go In A Swimming Pool Without"
843,"What Do People Wear To Work Now That Would Have Been Considered Too Informal 50 Years Ago?"
844,"Name Something In A Hotel Room That’s Smaller Than Usual"
845,"Name Something That You Need Silence In Order To Do."
846,"Name Something People Do After They’ve Eaten Too Much."
847,"Name Something People Might Have To Do At Traffic School."
848,"Name Something A Person Might Do While Eating Breakfast."
849,"Name Something People Do While They’re Waiting For The Doctor."
850,"Name Something You Might Do On A First Date That Ruins It."
851,"When You’ve Had A Bad Day, Name Something You’re Told To Do To Make You Feel Better."
852,"Name A “Jane” You’ve Seen On TV"
853,"Name A Type Of Person That Wears A Name Tag"
854,"Name Something You Might Find At An Oasis"
855,"Name Something Parents Worry That Their Kids Do Too Much Of."
856,"Name Something That Celebrities And Young Children Have In Common"
857,"Besides A Wild Cat, Name Something That “Roars.”"
858,"Name An Object That Kids Pretend Is A Telephone"
859,"Tell Me Something You’re Likely To Find At A Hotel Continental Breakfast."
860,"Name Something A Baseball Umpire Might Keep In His Locker"
861,"Name A Gift That Works Well As A Stocking Stuffer"
862,"Name A Specific Sound That Has Woken You Up Before You Felt Ready To Be Awake"
863,"Name Something You’d Find Washed Up On The Beach"
864,"Name A Famous Tower."
865,"What Would The Guinness Award Winner For Longest Fingernails Have Trouble Doing?"
866,"Name A Relative You’d Rather Not See During The Holiday"
867,"Name Something That Still Fits Even If You Put On A Few Extra Pounds"
868,"Tell Me Something A Man Teaches His Son To Do"
869,"If You Were Going To Fill In For James Bond, Name Something You’d Have To Learn How To Do."
870,"Name Something A Telemarketer Tries To Sell You"
871,"Why Would You Call The Doctor If You’re Not Sick?"
872,"Name An Item In Your Home That You’d Need To Reset After Power Had Went Out"
873,"Name A Food Many People Have In Their Freezer Right Now"
874,"Name A Snack That’s Served At Any Party"
875,"If You Had A Box In The Attic labeled “Wedding,” Name Something That Would Be In It."
876,"Name A Reason You Would Not Want To Take Up Fishing."
877,"Name Something You Associate With Mickey Mouse."
878,"What Square Object In Your Home Could You Not Live Without?"
879,"Name Something That Has An Alarm"
880,"Name Something You Can Do In A Van That You Can’t Do In A Sports Car."
881,"Name Something People Add To Oatmeal"
882,"Name Something A Criminal Might Do To Avoid Being Recognized In A Police Line-Up."
883,"Name Something You May Do If You Were Trying To Woo A Cowboy."
884,"Name Something Cartoon Villains Are Always Doing That Lets You Know They’re Bad"
885,"Name Something A Couple Engaged To Be Married Might Go Shopping For."
886,"Name Something About Which People Always Want To Give You Their Opinion"
887,"Name Something Specific A Guy Might Take With Him To The Gym"
888,"Name An Animal That It’d Be Unflattering To Be Compared To"
889,"Which Question Do You Think Is Asked The Most At A High School Reunion?"
890,"Name Something That Might Be Described As “Strong.”"
891,"Name Something Red In The Pizza Parlor Of A Mafia Movie."
892,"Name Something You Might See In A Beauty Shop."
893,"Name A Superhero Who Doesn’t Fly"
894,"Name Something People Want For Christmas, That Can’t Be Put In A Box."
895,"Name Something People Need Good Posture To Do."
896,"Name Something You Associate With Brooklyn."
897,"Tell Me How Many Hours A Day A Teenage Girl Talks On The Phone"
898,"During Which Month Of Pregnancy Do Couples Announce It?"
899,"Besides For Work, Tell Me How Many Hours You Spend Using Your Computer In One Day. (Numeric Only Please.)"
900,"Name The Age When Youngsters Really Start Rebelling Against Their Parents."
901,"Name The Time Of Day A Person Is Likely To Take A Nap."
902,"Name Someone Who Might Be On Your Roof."
903,"Name A Reason You Might Be Glad To Put On A Few Pounds"
904,"Name A Comedian Whose Nose Is Larger Than His Talent."
905,"Name Something Kids Might Tell Santa In A Letter To Him"
906,"Name An Activity That Requires Moving Your Hips."
907,"Name A Part On A Car Most People Would Replace Themselves"
908,"Name Something That Goes Up And Down"
909,"Name Something From Home That You Wish Movie Theaters Had"
910,"Name Something An Airplane Has That Your Car Doesn’t."
911,"Name One Thing About Yourself That You Wish Would Stay The Same As You Age."
912,"Name Something People Claim To Have Seen That Others Think is Crazy"
913,"Name Something That Grows Quickly"
914,"Unlike A Wedding, Name A Social Event That You’d Never Want To Crash"
915,"Name Something You See On The Set Of Every Game Show"
916,"We Asked 100 Wives: Name Something In Your Makeup Drawer That Your Husband Wouldn’t Know What To Do With"
917,"Besides Blueberry Name A Kind Of Muffin People Eat At Breakfast."
918,"What Might Somebody Do While Driving That Would Make You Think They’re Probably Arrogant?"
919,"Name Something You Need Coins To Use."
920,"Name Something A Cat Would Probably Do If It Felt Threatened"
921,"Name A College Major That Begins With The Letter “A.”"
922,"Name An Expensive Item That’s Often Marked Way Down At A Pre-Christmas Sale"
923,"Name Something Of Her Child’s That A Mom Would Save Forever."
924,"What Might You Do To Avoid Being Approached By A Pushy Salesperson At A Car Lot?"
925,"Tell Me Something Fast-Food Employees Always Give You Too Much Of."
926,"Name Someone You Only See Once A Year."
927,"Name A Food That Often Gets Burned"
928,"Name A Last Minute Problem That Could Make You Late For Work"
929,"Name Something You Might Do After A Bad Restaurant Experience"
930,"Name A Band Instrument That Requires A Player With A Good Set Of Lungs"
931,"Name Something A Puppy Likes To Chew On"
932,"Name A Place That You Wish You Had The Nerve To Go Alone"
933,"Name Something You See In Horror Movies That Begins With The Letter “B.”"
934,"Even In A Tidy House, Name One Place Where There’s Usually Junk Hidden Away."
935,"Name Something You Might See In Someone’s Backyard That Would Tell You They Had Kids."
936,"Besides A Bird, Name An Animal That Has Claws."
937,"Name A Creature That Eats Bugs"
938,"Name Something You’re Hoping Is Fake At A Halloween Party Because You’d Be Afraid Of A Real One"
939,"Name Something That People Try To Squeeze Themselves Into."
940,"Name A Part Of The House Where You’re Most Likely To Set A Mousetrap."
941,"If You Were Offered A Magic Carpet Ride, Name Something You’d Want To Add To It To Make Your Trip More Comfortable."
942,"What Do You Need To Check To Ensure That Your Car Runs Properly?"
943,"Name Something Little Boys Can’t Wait To Grow Up And Do."
944,"Name A Food People Serve On A Bed Of Rice."
945,"Name An Animal That You Commonly See At The Circus"
946,"Name An Animal That Lives On Both Land And Water"
947,"Name Something A Commercial Hints That Will Happen If You Buy The Product Advertised?"
948,"In A New House, What Are The First Things You Unpack Because You’re Sure To Need Them Right Away?"
949,"Name Something A Child Would Say Is Too Short."
950,"Name A Less Than Tasty Food You’d Only Eat If You Were Camping"
951,"Name Something Most Doctors Carry With Them On Their Rounds."
952,"Name A Part Of The Body That Starts With The Letter “B.”"
953,"Name Something That Can Be Romantic To Ride On With A Partner"
954,"If Your License Has Expired, How Do You Get To The DMV To Renew It?"
955,"Name Someone Famous Who Plays The Piano."
956,"Name A Color A Teenager Might Dye Her Hair That Would Annoy Her Parents"
957,"Name A Food People Associate With The South"
958,"Name A Movie That Has Become A “Cult Classic”."
